api_number,tophole_longitude__deg,tophole_latitude__deg,bottomhole_longitude__deg,bottomhole_latitude__deg,well_number,lease_name,permitted_well_type,permit_type,pad,operator_name,play_name,state_name,county_name,basin_name,reservoir_name,field_name,permit_date,drilling_start_date,drilling_end_date,completion_date,tvd__ft,measured_depth__ft,lateral_length__ft,drilltime__day,fracture_stages,fracture_fluid__ugl,proppant__lbs,gravity__api
35073254050000,-97.94418,36.16048,-97.951314,36.167192,1h,Maral 20-07-33,Oil & Gas,Horizontal,No,Chisholm Oil & Gas,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,10/30/2016,10/31/2016,11/29/2016,3/2/2017,7559,12414,4612.25,30,,,,39.5
35073254090000,-97.762045,35.856989,-97.753131,35.876193,1-17mh,Clearview 1605,Oil & Gas,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,12/9/2016,12/10/2016,12/19/2016,12/13/2016,6947,11913,4717.7,10,,1.80E+07,2.42E+07,
35017249430000,-97.928978,35.391014,-97.92889,35.364501,1h-34-3,Cowboy,Oil & Gas,Horizontal,No,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Undetermined,8/29/2017,8/30/2017,10/29/2017,12/9/2017,10856,20279,8951.85,61,,1.58E+07,1.55E+07,51
35073254120000,-97.875744,35.986719,-97.88513,36.006242,2h,Morris 31-18-6,Oil & Gas,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,11/9/2016,11/10/2016,11/20/2016,12/17/2016,6593,12188,5315.25,11,,2689008,,
35051240810000,-97.79084,35.33118,-97.79084,35.33118,2xh,Dream Cooler 12-13-10-6,Oil & Gas,Horizontal,No,Roan Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,1/19/2017,1/20/2017,2/14/2017,3/25/2017,9236,20380,10586.8,26,,2.10E+07,1.71E+07,47
35073254270000,-97.7709,35.8482,-97.77066,35.833598,1umh-19,Luigi 1605,Oil & Gas,Horizontal,No,Chaparral Energy,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/4/2016,12/5/2016,1/6/2017,2/12/2017,6986,12010,4772.8,33,,9833349,1.10E+07,42
35073254290000,-98.152477,35.812873,-98.152585,35.82657,1h-34 lm,Velta June,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/13/2016,12/14/2016,1/5/2017,12/23/2017,9358,14385,4775.65,23,,,,45
35073254300000,-98.11718493,35.79854572,-98.119312,35.812111,1h,Stangl 2-15N-9W,Oil & Gas,Horizontal,Yes,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,12/3/2016,12/4/2016,12/24/2016,7/8/2017,9224,14348,4867.8,21,,1.30E+07,1.23E+07,
35011236870000,-98.51292527,35.85633305,-98.52714,35.875592,1h-1807x,FJ,Oil & Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,3/1/2017,3/2/2017,5/5/2017,6/21/2017,10737,20946,9698.55,65,,2.40E+07,2.81E+07,45.900002
35051240860000,-97.71561,34.78385,-97.712242,34.803761,3-27sh,Marie 0405,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Chester,Undetermined,4/15/2017,4/16/2017,5/29/2017,8/8/2017,12865,18023,4900.1,44,,7669057,7464237.218,
35051240870000,-97.71555,34.78385,-97.716903,34.803586,4-27sh,Marie 0405,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Chester,Undetermined,3/16/2017,3/17/2017,6/27/2017,8/6/2017,12918,17915,4747.15,103,,7861768,7240074.567,
35073254360000,-97.877078,36.014541,-97.879401,35.994331,3h,Carolyn 30-18-6,Oil & Gas,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,12/20/2016,12/21/2016,12/31/2016,1/25/2017,6580,11487,4661.65,11,,3107412,,
35073254400000,-97.79421,35.79877,-97.794935,35.78434,1-12mh,White King 1506,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/10/2016,12/11/2016,12/28/2016,2/23/2017,7604,12555,4703.45,18,,1.27E+07,6218189.83,39
35019262480000,-97.4479,34.2671,-97.4479,34.2671,1-30-19xh,Doc Brown,Oil & Gas,Horizontal,Yes,Avalon Operating,SCOOP-STACK-Cana,Oklahoma,Carter,Ardmore Mariettas Basins,Hunton (Chimney Hill),Undetermined,2/4/2017,2/5/2017,3/18/2017,4/25/2017,7835,16985,8692.5,42,,,,46
35039224920000,-98.79716,35.75374,-98.797811,35.719219,1-28-33xh,Stogsdill,Oil & Gas,Horizontal,No,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Custer,Anadarko Basin-Anadarko,Woodford,Undetermined,12/1/2016,12/2/2016,3/28/2017,5/11/2017,14686,19496,4569.5,117,,1.40E+07,1.51E+07,
35039224930000,-98.72234,35.71177,-98.72234,35.71177,1-6-31XH,James Miller Fiu,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Custer,Anadarko Basin-Anadarko,Woodford,Undetermined,12/1/2016,12/5/2016,,12/16/2016,,,,,,,,
35043234880000,-99.017,36.0802,-99.016632,36.064415,33-4-1h,Colt,Oil & Gas,Horizontal,Yes,Comanche Exploration,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/12/2016,12/13/2016,1/18/2017,5/29/2017,11323,16735,5141.4,37,,,,
35051240900000,-97.70508935,35.21694305,-97.705967,35.202423,2H-34,Renbarger,Oil & Gas,Horizontal,Yes,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/1/2016,1/9/2017,5/17/2017,10/7/2017,9877,14286,4188.55,,,8881093,8971341.38,
35051240910000,-97.70508876,35.21710788,-97.682272,35.235872,1h-26-23,Renbarger,Oil & Gas,Horizontal,Yes,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,2/17/2017,2/18/2017,3/28/2017,10/18/2017,9743,20241,9973.1,39,,2.25E+07,2.35E+07,39.799999
35073254440000,-97.89896,35.8851,-97.895574,35.863742,4-12mh,Hansens 1607,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,2/16/2017,2/17/2017,3/25/2017,6/13/2017,7553,12530,4728.15,37,,8938465,1.17E+07,
35087220600000,-97.6629,35.0513,-97.660047,35.083581,1h-30xr,Wendling,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,McClain,Anadarko Basin-Anadarko,Woodford,Undetermined,12/2/2016,12/3/2016,12/24/2016,2/13/2016,10671,22596,11328.75,22,,2.19E+07,2.05E+07,44
35049250880000,-97.6607,34.6888,-97.6607,34.6888,13-6-7xh,Sympson,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,1/14/2017,1/15/2017,6/16/2017,9/21/2017,16040,26264,,,,2.68E+07,1.50E+07,70
35011236890000,-98.40275005,35.73894314,-98.402834,35.718396,1-6-31mxh,Alta Bia 1511,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,2/9/2017,2/10/2017,4/19/2017,5/29/2017,12128,19194,6712.7,69,,1.62E+07,2.27E+07,
35043234890000,-99.0389788,36.0875887,-99.039029,36.072906,1h,Merle 32-19-17,Oil & Gas,Horizontal,No,Tapstone Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/18/2016,12/19/2016,1/16/2017,1/27/2017,11162,16310,4890.6,29,,8919540,9819647.561,43.799999
35011236920000,-98.22118,35.753308,-98.213584,35.77655,1hx,Horsefly 24,Oil & Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,12/22/2016,12/23/2016,1/27/2017,5/8/2017,10796,21234,9916.1,36,,2.87E+07,1.78E+07,
35049250900000,-97.59263,34.694828,-97.59263,34.694828,3h-23x,Tina,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,1/6/2017,1/7/2017,2/2/2017,5/16/2017,12946,20484,7161.1,27,,1.47E+07,1.05E+07,50.400002
35017249530000,-98.15244555,35.56442861,-98.15244555,35.56442861,2-34h,Clyde,Oil & Gas,Horizontal,Yes,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Undetermined,2/5/2017,2/6/2017,3/13/2017,7/7/2017,12179,17463,5019.8,36,,1.20E+07,1.56E+07,56.700001
35073254580000,-98.1252,35.7468,-98.125752,35.774964,1hx,Brachiosaurus 26,Oil & Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,6/1/2017,6/2/2017,6/26/2017,10/2/2017,9629,20077,9925.6,25,,1.88E+07,2.54E+07,45.900002
35073254590000,-97.8267,35.9059,-97.826067,35.920528,1h,Brown 27-17-6,Oil & Gas,Horizontal,Yes,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Oswego,Undetermined,12/27/2016,12/28/2016,1/9/2017,2/10/2017,6522,11672,4892.5,13,,2308404,,
35039224950000,-98.72199,35.71172333,-98.72199,35.71172333,1rr-6-31xh,James Miller Fiu,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Custer,Anadarko Basin-Anadarko,Woodford,Undetermined,12/9/2016,12/10/2016,3/19/2017,5/30/2017,14388,25036,,100,,3.32E+07,1.63E+07,50
35049250920000,-97.438836,34.597788,-97.433091,34.626118,1-32-29uwh,Herrin,Oil & Gas,Horizontal,No,Rimrock Resource Operating,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Hunton,Undetermined,1/23/2017,1/24/2017,3/21/2017,8/23/2017,8520,17776,8793.2,57,,1.44E+07,1.68E+07,
35073254620000,-97.67875,35.94261,-97.682375,35.955887,1-13mh,Fazio 1705,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Mississippian,Undetermined,12/22/2016,12/23/2016,1/6/2017,3/16/2017,6862,11795,4686.35,15,,1.25E+07,2.11E+07,39
35073254630000,-97.86655,35.94107,-97.862566,35.927792,4-20mh,Motorhead 1706,Oil & Gas,Horizontal,No,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,1/9/2017,1/10/2017,1/27/2017,4/13/2017,7493,12635,4884.9,18,,1.32E+07,2.23E+07,39
35049250950000,-97.581337,34.696387,-97.592828,34.738731,7h-23x,Tina,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,1/22/2017,1/23/2017,2/27/2017,5/22/2017,12770,21087,7901.15,36,,1.52E+07,1.09E+07,48.200001
35051240950000,-97.69370461,35.20315611,-97.694767,35.173556,2-1xxhw,Garrard 0805,Oil & Gas,Horizontal,No,Eagle Exploration,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,1/12/2017,1/13/2017,2/24/2017,3/30/2017,10195,19789,9114.3,43,,2.83E+07,1.19E+07,41
35017249630000,-97.7648,35.5939,-97.769741,35.602312,1-18mh,Barlow 1305,Oil & Gas,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,4/12/2017,4/13/2017,4/26/2017,6/24/2017,7772,12968,4936.2,14,,7382461,1.21E+07,43
35051240970000,-97.79541,35.26125,-97.79541,35.26125,1h,Jesse Chisholm 12-1-9-6,Oil & Gas,Horizontal,Yes,Roan Resources,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Mississippian,Undetermined,3/10/2017,3/11/2017,4/3/2017,6/10/2017,10320,15400,4826,24,,1.10E+07,9595380.899,
35011236990000,-98.346,35.79688,-98.344866,35.826558,4-2-35xh,Compton,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,12/26/2016,12/27/2016,3/4/2017,9/28/2017,10644,21553,10363.55,68,,,,
35011237020000,-98.33882,35.79683,-98.336693,35.848894,7-2-35xh,Compton,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,1/20/2017,1/21/2017,4/24/2017,9/2/2017,10644,21654,10459.5,94,,1.50E+07,1.46E+07,
35011237040000,-98.33344,35.79679,-98.338017,35.849105,9-2-35xh,Compton,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,4/2/2017,4/3/2017,7/2/2017,8/21/2017,10569,21582,10462.35,91,,,,
35011237050000,-98.33332,35.79681,-98.336535,35.848959,10-2-35xh,Compton,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippi Lime,Undetermined,4/10/2017,4/11/2017,6/9/2017,8/16/2017,10890,21809,10373.05,60,,,,44
35011237070000,-98.50053555,35.89918777,-98.501103,35.92485,32-29-1h,Hershey,Oil & Gas,Horizontal,No,Carrera Energy,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,2/7/2017,2/8/2017,4/1/2017,5/29/2017,10353,19568,8754.25,53,,2.50E+07,2.11E+07,45.599998
35073254720000,-98.09426055,35.99907166,-98.092505,36.013061,30-1h,MA Stucki,Oil & Gas,Horizontal,Yes,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/21/2016,12/22/2016,1/18/2017,2/27/2017,8180,13535,5087.25,28,,1.83E+07,1.43E+07,
35011237090000,-98.213423,35.897723,-98.211368,35.870137,3h-1umx,Stark,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Meramec,Undetermined,12/31/2016,1/1/2017,2/11/2017,6/2/2017,9429,19670,9728.95,42,,2.10E+07,2.14E+07,45.799999
35011237120000,-98.217609,35.897731,-98.212142,35.85227,6h-1lmx,Stark,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Meramec,Undetermined,1/5/2017,1/6/2017,2/8/2017,5/18/2017,9658,19821,9654.85,34,,2.05E+07,2.12E+07,46.299999
35011237130000,-98.21767425,35.89773178,-98.218216,35.870909,7h-1umx,Stark,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Meramec,Undetermined,1/7/2017,1/8/2017,2/25/2017,5/20/2017,9457,19441,9484.8,49,,1.92E+07,2.05E+07,46.5
35043234930000,-98.72797425,36.102025,-98.72647,36.115717,1h-19,Charles,Oil & Gas,Horizontal,No,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,1/9/2017,1/10/2017,2/5/2017,3/12/2017,9553,15030,5203.15,27,,1.22E+07,1.39E+07,42.900002
35011237150000,-98.217744,35.897731,-98.217746,35.862554,8h-1lmx,Stark,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Meramec,Undetermined,1/11/2017,1/12/2017,3/11/2017,5/18/2017,9609,19737,9621.6,59,,1.96E+07,2.12E+07,46.5
35073254780000,-97.95375,36.000317,-97.953414,35.986806,33-1h,Pickle,Oil & Gas,Horizontal,Yes,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,1/7/2017,1/8/2017,3/3/2017,4/17/2017,7565,12820,4992.25,55,,1.25E+07,1.21E+07,41.5
35011237170000,-98.22226736,35.89775311,-98.223237,35.870176,10h-1lmx,Stark,Oil & Gas,Horizontal,Yes,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Meramec,Undetermined,2/1/2017,2/2/2017,2/22/2017,5/27/2017,9679,19950,9757.45,21,,4986156,3182209.771,45.400002
35073254800000,-97.957567,35.899194,-97.954606,35.892748,1h-5,Jolee,Oil & Gas,Horizontal,No,Ovintiv,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,1/15/2017,1/16/2017,4/8/2017,6/9/2017,7955,12632,4443.15,83,,8743686,8935814.653,40
35073253580000,-97.8623,35.993,-97.862148,36.007714,29-1h,Ingle,Oil & Gas,Horizontal,Yes,Gastar Exploration,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,8/15/2016,8/16/2016,9/25/2016,11/3/2016,7130,12288,4900.1,41,,1.89E+07,1.52E+07,40
35011236400000,-98.32,35.8482,-98.32,35.8482,2-13h,Binder,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,8/31/2016,9/1/2016,9/2/2016,9/3/2016,,,,2,,,,
35011236430000,-98.22584,35.8399,-98.231634,35.791636,10-26-35xh,Gillilan,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/4/2016,9/5/2016,12/20/2016,10/20/2017,10034,19867,9341.35,107,,1.53E+07,1.93E+07,70
35051240630000,-97.86249166,35.26055555,-97.863814,35.290214,2h-8-5,Gene Carroll,Oil & Gas,Horizontal,Yes,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Grady,Anadarko Basin-Anadarko,Woodford,Undetermined,9/12/2016,9/13/2016,1/25/2017,5/21/2017,10932,21950,10467.1,,,2.04E+07,2.05E+07,47
35087220540000,-97.57234694,34.88482138,-97.57234694,34.88482138,24-1hw,Artie 0504,Oil & Gas,Horizontal,No,CPRP Services,SCOOP-STACK-Cana,Oklahoma,McClain,Anadarko Basin-Anadarko,Woodford,Undetermined,9/10/2016,9/11/2016,10/15/2016,11/1/2016,9450,14150,4465,35,,,,43.400002
35017249330000,-97.976028,35.697274,-97.965554,35.716849,2-8wh,Mary Ann 1407,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Okarche N,10/24/2016,10/25/2016,11/18/2016,1/5/2017,9291,14275,4734.8,25,,1.23E+07,8557480.679,
35047250710000,-97.870451,36.173469,-97.870158,36.16011,32-m1-h,Maly,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Garfield,Salina-Sedgwick Basin-Sedgwick,Mississippi Lime,Undetermined,2/16/2017,2/17/2017,3/7/2017,5/30/2017,7350,12211,4617.95,19,,1.32E+07,6156335.971,
35073253680000,-97.8337,35.95536,-97.827583,35.978743,1a-10mh,Bullis 1706,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/14/2016,9/15/2016,9/30/2016,1/18/2017,7394,12377,4733.85,16,,1.20E+07,5914479.676,39
35017249350000,-97.721799,35.334607,-97.722122,35.32072,1h,McNeff 22-10-5,Oil & Gas,Horizontal,No,Roan Resources,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/25/2016,9/26/2016,10/9/2016,12/29/2016,8933,13688,4517.25,14,,8206023,7550843.685,
35073253700000,-97.831369,35.739871,-97.822948,35.761294,2-27mh,White Rabbit 1506,Oil & Gas,Horizontal,No,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/23/2016,9/24/2016,10/11/2016,11/16/2016,7878,12925,4794.65,18,,1.28E+07,6025000.302,39
35011236490000,-98.318916,35.854089,-98.316931,35.864027,3-13h,Binder,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,9/3/2016,9/4/2016,10/3/2016,2/26/2017,10672,16247,5296.25,30,,1.09E+07,7231858.986,
35043234770000,-99.03626074,36.11443475,-99.035553,36.123997,1h,Russell 17-19-17,Oil & Gas,Horizontal,No,Tapstone Energy,SCOOP-STACK-Cana,Oklahoma,Dewey,Anadarko Basin-Anadarko,Mississippian,Undetermined,9/17/2016,9/18/2016,10/29/2016,11/18/2016,10743,16029,5021.7,42,,1.24E+07,1.41E+07,42
35011236500000,-98.480246,35.624691,-98.47965259,35.67301881,1-4-33mxh,McKinley Bia 1312,Oil & Gas,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/18/2016,12/19/2016,3/12/2017,5/23/2017,13170,23753,10053.85,84,,2.47E+07,3.47E+07,
35049250810000,-97.5906,34.8192,-97.591272,34.833403,4h-11,Nayro,Oil & Gas,Horizontal,Yes,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Hunton,Undetermined,9/18/2016,9/19/2016,12/31/2016,3/3/2017,9400,14515,4859.25,104,,2728146,2108273.848,44.900002
35049250820000,-97.5906,34.8192,-97.592842,34.833196,5h-11,Nayro,Oil & Gas,Horizontal,Yes,Citizen Energy III,SCOOP-STACK-Cana,Oklahoma,Garvin,Anadarko Basin-Anadarko,Woodford,Undetermined,9/26/2016,9/27/2016,12/1/2016,2/17/2017,9135,14100,4716.75,66,,8910073,8881695.305,45
35017249370000,-98.17675781,35.65337371,-98.17545,35.666116,1-27h,Austin Bia,Oil & Gas,Horizontal,No,Cimarex Energy,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Mississippian,Undetermined,12/16/2016,12/17/2016,1/10/2017,3/20/2017,11141,15853,4476.4,25,,1.10E+07,1.20E+07,50.799999
35073253750000,-97.77131,35.78428,-97.771841,35.797576,4-7mh,Redbreast 1505,Oil & Gas,Horizontal,Yes,Alta Mesa Holdings,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Mississippian,Undetermined,10/13/2016,10/14/2016,10/30/2016,11/27/2016,7435,12243,4567.6,17,,1.18E+07,6094183.91,39
35017249380000,-97.833142,35.595197,-97.832603,35.609076,1-15mh,Schulte 1306,Oil & Gas,Horizontal,No,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Meramec,Undetermined,10/2/2016,10/3/2016,10/15/2016,11/5/2016,8354,13348,4744.3,13,,9573228,1.25E+07,
35017249390000,-97.796129,35.362181,-97.796227,35.334624,1h-11-14,Carpenter,Oil & Gas,Horizontal,No,Citizen Energy II,SCOOP-STACK-Cana,Oklahoma,Canadian,Anadarko Basin-Anadarko,Woodford,Yukon SW,11/15/2016,11/16/2016,12/9/2016,12/31/2016,9723,19697,9475.3,24,,1.87E+07,1.97E+07,38
35073253770000,-97.809,36.0656,-97.805157,36.078967,2h,Hill 2-18-6,Oil & Gas,Horizontal,No,Undetermined,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Salina-Sedgwick Basin-Sedgwick,Oswego,Undetermined,9/24/2016,9/25/2016,10/5/2016,10/17/2016,6312,11601,5024.55,11,,2587620,,
35073253790000,-97.9481,35.7323,-97.947194,35.74595,1h,Kudron 33-15N-7W,Oil & Gas,Horizontal,No,Devon Energy,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,11/8/2016,11/9/2016,11/19/2016,4/12/2017,8529,13492,4714.85,11,,1.08E+07,1.21E+07,
35011236550000,-98.23474,35.84015,-98.229557,35.863701,5-23-14xh,Verona,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,10/26/2016,10/27/2016,2/15/2017,11/14/2017,9648,20508,10317,112,,,,70
35011236580000,-98.23001,35.83982,-98.23065,35.791505,8-26-35xh,Gillilan,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Mississippian,Undetermined,10/8/2016,10/9/2016,2/18/2017,11/16/2017,10056,20523,9943.65,,,1.70E+07,2.00E+07,70
35011236600000,-98.32904833,35.87158305,-98.323186,35.855623,2r-13h,Binder,Oil & Gas,Horizontal,Yes,Continental Resources,SCOOP-STACK-Cana,Oklahoma,Blaine,Anadarko Basin-Anadarko,Woodford,Undetermined,9/27/2016,9/28/2016,1/3/2017,3/11/2019,10914,16321,5136.65,98,,,,
35073253810000,-97.962771,35.885241,-97.963675,35.870595,5-8mh,Yost 1607,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,10/30/2016,10/31/2016,11/11/2016,1/26/2017,8337,13284,4699.65,12,,9879660,1.20E+07,
35093250370000,-98.8641,36.2556,-98.86431008,36.26758488,36-1h,Rumsey Trust,Oil & Gas,Horizontal,Yes,Comanche Exploration,SCOOP-STACK-Cana,Oklahoma,Major,Anadarko Basin-Anadarko,Mississippian,Undetermined,10/2/2016,10/3/2016,10/29/2016,3/25/2017,9093,13686,4363.35,27,,,,
35073253870000,-97.974641,35.885077,-97.967319,35.863589,2-8mh,Yost 1607,Oil & Gas,Horizontal,Yes,Marathon Oil,SCOOP-STACK-Cana,Oklahoma,Kingfisher,Anadarko Basin-Anadarko,Meramec,Undetermined,11/4/2016,11/5/2016,12/12/2016,1/29/2017,8972,12969,3797.15,38,,9978776,1.20E+07,
